"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"SFU747674","Syrphidae","Eristalis","arbustorum","F","THYM","Thymus","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747675","Andrenidae","Andrena","rufosignata","F","POTE","Potentilla","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747676","Apidae","Bombus","mixtus","F","STAC","Stachys bizantia","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747677","Halictidae","Halictus","rubicundus","F","CENT","Centaurea (garden)","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747678","Halictidae","Halictus","rubicundus","F","CENT","Centaurea (garden)","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747679","Halictidae","Lasioglossum","pacatum","F","SPIR","Spiraea","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","GIBBS","Wray","OS_NT_2012"
"SFU747680","Apidae","Bombus","flavifrons","F","LIPU","Linaria purpurea","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747681","Apidae","Apis","mellifera","F","CERU","Centranthus ruber","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747682","Halictidae","Lasioglossum","pacatum","F","HYPER","Hypericum","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747683","Halictidae","Lasioglossum","pacatum","F","HYPER","Hypericum","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747684","Halictidae","Lasioglossum","pacatum","F","GERG","Geranium (garden)","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","GIBBS","Wray","OS_NT_2012"
"SFU747685","Halictidae","Lasioglossum","pacatum","F","GERG","Geranium (garden)","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747686","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747687","Halictidae","Lasioglossum","pacatum","F","RUDI","Rubus discolor","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747688","Halictidae","Lasioglossum","pacatum","F","RUDI","Rubus discolor","net",NA,17,24,"Jul",2012,NA,"North Esquimalt (Gardens), Esquimalt","NE","Garry Oak and Associated Ecosystems",48.4425,-123.396388888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747689","Colletidae","Colletes","kincaidii","M","SEDUM","Sedum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747690","Apidae","Bombus","californicus","F","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747691","Apidae","Apis","mellifera","F","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747692","Apidae","Bombus","vosnesenskii","F","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747693","Apidae","Bombus","mixtus","F","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747694","Apidae","Apis","mellifera","F","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747695","Megachilidae","Anthidium","manicatum","M","LAVE","Lavendula","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747696","Vespidae","Polistes","gallica",NA,"LIPU","Linaria purpurea","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747697","Apidae","Bombus","vosnesenskii","F","LIPU","Linaria purpurea","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747698","Syrphidae","Eristalis","tenax","M","ASTER","Aster","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747699","Apidae","Melissodes","microsticta","F","ASTER","Aster","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747700","Apidae","Bombus","vosnesenskii","F","ASTER","Aster","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747701","Syrphidae","Syritta","pipiens","F","ASTER","Aster","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747702","Syrphidae","Eristalis","arbustorum","M","ASTER","Aster","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747703","Calliphoridae","Lucilia","illustris",NA,"ISOT","Isotoma fluviatilis","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747704","Colletidae","Colletes","kincaidii","M","LYTH","Lythrum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747705","Apidae","Bombus","vosnesenskii","M","LYTH","Lythrum","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747706","Halictidae","Halictus","rubicundus","F","HYDR","Hydrangea","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747707","Halictidae","Halictus","rubicundus","F","HYDR","Hydrangea","net",NA,17,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747708","Megachilidae","Anthidium","manicatum","F","SEMP","Sempervivum","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747709","Megachilidae","Anthidium","manicatum","M","SEMP","Sempervivum","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747710","Apidae","Bombus","vosnesenskii","M","LAVA","Lavatera","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU795997","Vespidae","Vespula","vulgaris",NA,"LOUT","Lomatium utriculatum","net",NA,16,22,"Apr",2015,NA,"Beacon Hill Park, Victoria","BC","Garry Oak",48.409715,-123.362835,"specimen","SFU","Gillespie","GO_NT_2014_2015"
"SFU747711","Apidae","Bombus","vosnesenskii","F","TRRE","Trifolium repens","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747712","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747713","Apidae","Bombus","vosnesenskii","F","TRRE","Trifolium repens","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747714","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747715","Apidae","Bombus","bifarius","M","GAIL","Gaillardia","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747716","Apidae","Bombus","californicus","F","ANTI","Antirrhinum","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747717","Apidae","Bombus","bifarius","F","SPIR","Spiraea","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747718","Apidae","Bombus","vosnesenskii","F","ERYS","Erysimum","net",NA,30,24,"Jul",2012,NA,"Highrock (Cairn) Park (Gardens), Esquimalt","HC-U","Garry Oak and Associated Ecosystems",48.4358333333333,-123.408333333333,"specimen","SFU","Wray","OS_NT_2012"
"SFU747719","Apidae","Bombus","mixtus","M",NA,NA,"net",NA,30,24,"Jul",2012,NA,"Thetis Lake Regional Park (Forest), Victoria CRD","TL-F","Garry Oak and Associated Ecosystems",48.4697222222222,-123.465,"specimen","SFU","Wray","OS_NT_2012"
"SFU747726","Halictidae","Lasioglossum","ruidosense","F","LYCO","Lychnis coronaria","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747727","Syrphidae","Syritta","pipiens","F","BRYE","Brassica - yellow","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU795998","Andrenidae","Andrena","saccata","F","CAQU","Camassia quamash","net",NA,16,21,"Apr",2015,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Gillespie","GO_NT_2014_2015"
"SFU747728","Halictidae","Lasioglossum","sp. 6","F","BRYE","Brassica - yellow","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747729","Megachilidae","Coelioxys","rufitarsis","F","BRYE","Brassica - yellow","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747730","Halictidae","Lasioglossum","cressonii","F","ACMI","Achillea millefolium","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747731","Apidae","Bombus","flavifrons","F","BORA","Borago","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747732","Megachilidae","Anthidium","manicatum","M","NEPE","Nepeta","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747733","Apidae","Apis","mellifera","F","ORVU","Origanum vulgare","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747734","Apidae","Apis","mellifera","F","ORVU","Origanum vulgare","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747735","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747736","Apidae","Bombus","vosnesenskii","F","TRRE","Trifolium repens","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747737","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747738","Megachilidae","Hoplitis","sp. 1","F","TRRE","Trifolium repens","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747739","Apidae","Apis","mellifera","F","TRRE","Trifolium repens","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747740","Apidae","Bombus","californicus","F","LIPU","Linaria purpurea","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747741","Asilidae","Stichopogon",NA,"F","HYRA","Hypochaeris radicata","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747742","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747743","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747744","Apidae","Apis","mellifera","F","CAMP","Campanula","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU795999","Andrenidae","Andrena","prunorum","F","CAQU","Camassia quamash","net",NA,16,21,"Apr",2015,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","DERME","Gillespie","GO_NT_2014_2015"
"SFU747745","Apidae","Bombus","californicus","M","LAVE","Lavendula","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747746","Apidae","Melissodes","microsticta","F","TAGE","Tageta","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747747","Apidae","Bombus","flavifrons","F","FUSC","Fuschia","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747748","Halictidae","Halictus","rubicundus","F","ESCA","Escallonia","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747749","Apidae","Bombus","vosnesenskii","M","ESCA","Escallonia","net",NA,17,25,"Jul",2012,NA,"Christmas Hill (Gardens), Saanich","XH-U","Garry Oak and Associated Ecosystems",48.4736111111111,-123.3725,"specimen","SFU","Wray","OS_NT_2012"
"SFU747750","Halictidae","Halictus","rubicundus","F","ASTER","Aster","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747751","Apidae","Bombus","californicus","F","CYNA","Cynara","net",NA,17,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747752","Halictidae","Lasioglossum","sp. 2","F","HYDR","Hydrangea","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747753","Apidae","Bombus","californicus","F","CEMA","Cerinthe major","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747754","Apidae","Apis","mellifera","F","THYM","Thymus","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747755","Apidae","Bombus","californicus","F","NAST","Nasturtium","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
"SFU747756","Apidae","Ceratina","acantha","M","CALND","Calendula","net",NA,30,25,"Jul",2012,NA,"Victoria Centre (Gardens)","VC","Garry Oak and Associated Ecosystems",48.4336111111111,-123.353888888889,"specimen","SFU","Wray","OS_NT_2012"
